street,street_num,letter,X,Y
VIA GIORDANI,29,,1437105.850000000093132,5451458.610000000335276
VIA PADRE M. KOLBE,82,,1438708.530000000027940,5450992.750000000000000
VIALE LONDRA,7,,1436076.800000000046566,5453306.969999999739230
VIA A. VIVALDI,32,,1435078.149999999906868,5449429.669999998994172
VIA L. NEGRELLI,54,,1438673.419999999925494,5449345.669999999925494
VIA BRIGATA G.A.P.,12,,1431766.060000000055879,5447250.360000001266599
VIA DEGLI ABETI,38,,1431860.290000000037253,5450826.999999999068677
VIA DELLE ZUCCHETTE,11,,1437593.719999999972060,5451523.179999999701977
VIA DELLUNITA,48,,1432390.149999999906868,5447859.669999999925494
VIA DELLUSIGNOLO,14,,1440496.659999999916181,5447537.639999999664724
STRADA DEI TREPONTI,79,"1",1428075.570000000298023,5452853.719999999739230
VIALE C. BATTISTI,261,,1436840.419999999925494,5452904.980000000447035
VIALE RAFFAELLO SANZIO,19,,1438101.689999999944121,5451886.660000000149012
VIALE A. GRAMSCI,45,,1437484.169999999925494,5451072.719999999739230
VIA F. BARACCA,36,,1438160.540000000037253,5450574.490000000223517
STRADA DI MONTEFELTRO,40,,1426715.489999999990687,5446916.969999999739230
VIA DEL CARSO,15,,1435678.270000000251457,5451385.690000000409782
VIA FAZI,64,,1436687.219999999972060,5451394.830000001005828
VIA DELLARCO,2,,1436967.050000000046566,5451355.709999999962747
VIA A. BOITO,27,,1435235.379999999888241,5449435.639999999664724
VIA L. NEGRELLI,44,,1438636.100000000093132,5449422.780000000260770
STRADA DELLA CHIUSA,3,,1426003.939999999944121,5442813.419999999925494
STRADA DI SANTA LUCIA,4,,1426697.360000000102445,5438980.080000000074506
CORSO UNDICI SETTEMBRE,165,,1437064.639999999897555,5451808.030000000260770
VIA ADAMELLO,14,,1434653.439999999944121,5451531.769999999552965
VIA F. PETRARCA,40,,1438493.780000000027940,5448932.389999999664724
STRADA IN SALA,220,,1431643.870000000111759,5448042.179999999701977
STRADA DI TORCIVIA,9,E,1429762.290000000037253,5445038.429999998770654
STRADA LAGO DI NEMI,17,,1428968.389999999897555,5444371.280000000260770
VIA G. BLUM,27,,1436100.669999999925494,5452117.000000000931323
CORSO UNDICI SETTEMBRE,101,,1437217.340000000083819,5451732.660000000149012
VIA P. FOSCHI,11,,1436120.479999999981374,5449057.380000000819564
STRADA G. M. LANCISI,168,,1423357.520000000018626,5447505.059999998658895
VIA G. ONDEDEI,11,,1436114.959999999962747,5452712.940000000409782
VIALE DEI PARTIGIANI,20,,1437458.370000000111759,5452037.389999999664724
VIA F. VATIELLI,23,,1435634.570000000065193,5450311.860000000335276
VIA F. FILZI,2,,1436813.560000000055879,5450305.820000000298023
VIA G. SANTI,15,,1437497.770000000018626,5448982.879999999888241
VIA DEL GIAMBELLINO,21,,1437151.209999999962747,5448886.679999999701977
VIA TARO,5,,1431850.870000000111759,5452402.200000000186265
STRADA PANORAMICA ADRIATICA,9,,1436277.050000000046566,5452511.800000000745058
STRADA BORGO S. LUCIA,17,,1434623.250000000000000,5443228.089999999850988
VIA G. PIERGIOVANNI,1,,1434601.270000000018626,5443068.589999999850988
STRADA SOTTO LE SELVE,5,A,1435931.030000000027940,5448202.120000000111759
VIA BRIGATA GARIBALDI,90,,1431639.729999999981374,5446726.230000000447035
STRADA DI FONTESECCO,2,,1432025.280000000027940,5446982.019999999552965
STRADA CERRETO,58,,1437418.129999999888241,5441525.540000000037253
VIA G. ZANARDELLI,16,,1436935.909999999916181,5449295.219999998807907
VIA B. CROCE,27,,1436944.719999999972060,5449243.940000000409782
VIA BISENZIO,15,,1432813.889999999897555,5451680.730000000447035
VIA S.MARIA FABBRECCE,68,,1433358.930000000167638,5451676.490000000223517
STRADA RONCHI,16,,1428340.120000000111759,5455257.900000000372529
VIALE MONFALCONE,21,"1",1436888.560000000055879,5452518.980000000447035
VIA G. BLUM,29,,1436099.020000000018626,5452124.089999999850988
CORSO UNDICI SETTEMBRE,253,,1436698.600000000093132,5451805.929999999701977
VIA ADRIA,7,,1433683.210000000195578,5451567.240000000223517
STRADA TIMAVO,13,,1432687.610000000102445,5451322.830000000074506
VIA N. SABBATINI,7,,1437275.530000000027940,5451466.870000000111759
VIA M. IMBRIANI,22,,1436403.870000000111759,5450016.309999999590218
VIA G. GIOLITTI,141,,1436317.939999999944121,5449529.849999999627471
VIA L. NEGRELLI,101,,1438721.659999999916181,5449328.950000000186265
VIA CASTELFIDARDO,54,,1437387.739999999990687,5451809.799999999813735
VIA URBINO,11,,1435591.939999999944121,5451387.059999999590218
VIA C. LOMBROSO,52,,1438858.449999999953434,5448475.290000000037253
VIA CAMPO SPORTIVO,6,,1436798.840000000083819,5449966.150000001303852
VIA T. BRUSCOLINI,39,,1437515.610000000102445,5449711.809999999590218
VIA A. COSTA,152,"1",1436168.530000000027940,5449638.740000000223517
PIAZZA G. PUCCINI,3,,1435313.270000000018626,5449447.719999999739230
VIA G. BRANCA,81,,1437225.850000000093132,5451282.620000000111759
VIA C. GOLDONI,2,,1437924.100000000093132,5450953.660000000149012
VIA A. FAGGI,16,,1436891.610000000102445,5450344.719999999739230
VIA R. FRONTALI,29,,1435690.699999999953434,5450162.589999999850988
STRADA ROMAGNA,140,"1",1423128.189999999944121,5458083.299999999813735
STRADA DEI PELATI,2,,1430843.000000000000000,5454598.779999999329448
VIA E. TORRICELLI,21,,1438312.520000000018626,5450252.429999999701977
VIA P. BOSELLI,18,,1436327.950000000186265,5449179.290000000037253
VIA SAN MARTINO,118,,1434570.250000000000000,5448826.330000000074506
VIA LUBIANA,16,,1436229.120000000111759,5448840.980000000447035
VIA M. PATERNI,53,,1436937.889999999897555,5452700.629999999888241
STRADA FORNACE MANCINI,48,,1431634.620000000111759,5452505.919999999925494
VIA C. MENOTTI,88,,1437151.360000000102445,5450198.559999999590218
STRADA DEGLI OLMI,14,,1431194.420000000158325,5450141.280000000260770
VIA A. RIGHI,27,,1438485.080000000074506,5450111.809999998658895
VIA MONTE CRISTALLO,6,,1424733.110000000102445,5446150.679999999701977
STRADA MONTEBALLANTE,24,,1433637.750000000000000,5445320.469999999739230
VIA PISA,7,,1436699.939999999944121,5452965.849999999627471
VIALE G. MAMELI,21,,1436688.530000000027940,5451903.299999999813735
VIA S. FRANCESCO,16,,1437547.440000000176951,5451443.889999999664724
VIA PADRE M. KOLBE,33,,1438172.919999999925494,5450832.740000000223517
VIALE NAPOLI,3,,1436693.629999999888241,5452656.410000000149012
VIA PER SORIA,34,"1",1436056.810000000055879,5452015.389999999664724
VIALE NAPOLI,63,,1436762.370000000111759,5452997.330000001005828
VIA G. ANDREANI,24,"1",1436062.879999999888241,5452092.269999999552965
VIA MENTANA,42,,1436737.560000000055879,5451666.379999999888241
VIA PALMANOVA,15,,1435078.550000000046566,5451831.969999999739230
VIA AQUILEIA,21,,1433634.409999999916181,5451536.580000000074506
VIA MILANO,33,,1435458.260000000009313,5451377.980000000447035
VIA FORLI,12,,1434623.739999999990687,5451301.889999999664724
VIA E. VITERBO,35,,1434804.399999999906868,5449366.209999999962747
VIA PANTANO,59,,1437259.139999999897555,5449071.559999999590218
VIA F. BARACCA,68,,1438262.179999999934807,5450446.000000000000000
VIA DEI LAVORATORI,9,,1434921.739999999990687,5449061.160000000149012
VIA G. LANZA,75,,1436720.419999999925494,5449147.269999999552965
VIA A. GALLUCCI,6,,1436629.889999999897555,5449289.209999999962747
VIA DELLA PACE,1,,1436700.399999999906868,5451790.099999999627471
VIA S.MARIA FABBRECCE,56,,1433350.120000000111759,5451660.190000000409782
VIA P. FASTIGGI,102,"1",1432783.500000000000000,5447409.549999999813735
STRADA MADONNA DEL MONTE,27,,1434293.070000000065193,5447043.059999999590218
VIA F. CARACCIOLO,11,,1437314.330000000074506,5450164.290000000037253
VIA F. MARTINI,6,,1436774.260000000009313,5449682.150000000372529
VIALE C. BATTISTI,57,,1438125.809999999823049,5451655.639999999664724
VIA DEL VALLO,53,,1428907.000000000000000,5447492.020000000484288
VIA DEGLI ORTI,1,,1434483.840000000083819,5443029.900000000372529
STRADA DEL BUZZO,4,,1434070.330000000074506,5443117.849999999627471
VIA E. TAZZOLI,5,,1437246.010000000009313,5450509.139999999664724
VIA C. VALENTINI,63,,1438435.179999999934807,5450446.759999999776483
VIA SAN MARTINO,86,"1",1434709.459999999962747,5448962.530000000260770
VIA AQUILEIA,36,,1433551.739999999990687,5451556.139999999664724
VIA MILAZZO,22,,1435871.840000000083819,5449340.640000000596046
VIA R. LIVERANI,2,,1437237.439999999944121,5449137.469999999739230
VIA F. CASSI,3,,1437193.620000000111759,5451976.620000001043081
VIA DEL LAVORO,20,,1426585.639999999897555,5444342.959999999962747
VIALE G. POSTUMO,18,,1438047.300000000046566,5451296.259999999776483
VIA PADRE M. KOLBE,77,A,1438807.979999999981374,5451002.190000000409782
VIALE PIAVE,4,,1437927.950000000186265,5451392.490000000223517
STRADA FORNACE MANCINI,108,"1",1431141.729999999981374,5452757.240000000223517
VIA E. DONZELLI,12,,1436258.070000000065193,5452258.960000000894070
VIA A. SAFFI,16,,1437276.939999999944121,5450669.429999999701977
VIA M. PATERNI,41,,1436874.489999999990687,5452641.580000000074506
VIA LAGO PIEDILUCO,6,,1429350.310000000055879,5444678.709999999962747
STRADA ROMAGNA,371,,1422979.070000000065193,5458077.849999999627471
VIA G. PASSERI,19,,1437050.060000000055879,5451218.250000000000000
VIA CLITUNNO,26,,1432139.109999999869615,5452301.809999999590218
VIALE DELLA VITTORIA,130,,1437884.340000000083819,5451763.299999998882413
VIA DELLE RONDINI,11,,1440439.020000000018626,5447559.110000000335276
VIA G. ZANCHI,9,,1436188.460000000195578,5448099.709999999962747
VIA A. MENGOLI,29,,1434485.560000000055879,5448992.179999999701977
STRADA SELVA GROSSA,70,,1427748.659999999683350,5447845.190000001341105
VIA DEI ROVI,7,,1441562.810000000055879,5446451.299999998882413
VIA E. DE AMICIS,9,,1427372.379999999888241,5457842.589999999850988
STRADA MADONNA DEL MONTE,31,,1434465.909999999916181,5446954.069999999366701
STRADA DI FALCINO,3,,1426946.159999999916181,5440368.469999999739230
VIA G. ONDEDEI,20,,1436078.050000000046566,5452775.599999999627471
VIA FLAMINIA,165,,1438352.040000000037253,5449643.139999998733401
STRADA SOTTO LE SELVE,31,,1435842.889999999897555,5448250.740000000223517
STRADA DI RONDELLO,10,"2",1435329.489999999990687,5443472.030000000260770
VIA A. PACINOTTI,7,,1438288.020000000018626,5450062.089999999850988
VIALE VENEZIA,36,,1436902.610000000102445,5452468.259999999776483
VIALE C. BATTISTI,137,,1437613.419999999925494,5452159.650000000372529
CORSO UNDICI SETTEMBRE,234,,1436804.139999999897555,5451828.969999999739230
VIA P. COLLENUCCIO,15,,1437653.659999999916181,5451632.270000000484288
VIALE MARSALA,44,,1437584.350000000093132,5451947.549999999813735
CORSO UNDICI SETTEMBRE,298,,1436619.769999999785796,5451829.299999999813735
STRADA ADRIATICA,151,"6",1434871.560000000055879,5451507.320000000298023
VIALE A. ZANELLA,19,,1438331.459999999962747,5451497.690000000409782
VIA DELLE SCUOLE,22,,1437342.129999999888241,5451835.120000000111759
VIA B. CAIROLI,42,,1436970.370000000111759,5451622.870000000111759
VIA G. MONTANELLI,68,,1431051.610000000102445,5447060.290000000037253
VIA TRASPORTI,4,,1426432.590000000083819,5444584.610000000335276
VIA C. ARMELLINI,5,,1432673.370000000111759,5447775.500000000000000
VIA I. B. BONINI,199,,1436227.679999999934807,5447449.400000000372529
VIA ISONZO,42,,1435228.159999999916181,5451415.269999999552965
VIALE DELLA VITTORIA,54,,1438215.070000000065193,5451443.240000000223517
VIA BELLAVISTA,85,,1435113.219999999972060,5443444.030000000260770
STRADA S.MARIA ARZILLA,44,C,1433637.320000000065193,5440119.990000000223517
STRADA DI MONTEBACCHINO,16,,1429048.159999999916181,5453903.360000000335276
STRADA DEL BONCIO,20,,1427145.899999999906868,5454728.580000000074506
STRADA DI CIARCIANO,5,,1428186.489999999990687,5452774.290000000037253
VIALE GORIZIA,34,,1436914.469999999972060,5452823.109999999403954
VIA FAENZA,16,,1435051.379999999888241,5451066.800000000745058
VIALE D. BRAMANTE,42,,1437058.800000000046566,5451006.320000000298023
VIA G. GIOLITTI,154,,1436368.949999999953434,5449551.299999999813735
VIA L. TOMASINI,36,,1437165.809999999823049,5448446.849999999627471
VIA PANTANO,116,,1437256.489999999990687,5448915.339999999850988
STRADA G. M. LANCISI,162,,1423363.210000000195578,5447501.110000000335276
VIA DEL RIO,17,,1436222.830000000307336,5447242.859999999403954
STRADA DEI GUAZZI,25,"1",1435623.389999999897555,5440936.910000000149012
STRADA DI SAN BARTOLO,36,,1434855.790000000037253,5452393.599999999627471
VIA R. SCACCIANI,8,,1437463.350000000093132,5449873.480000000447035
VIA L. AGOSTINI,140,,1436196.879999999888241,5452683.469999999739230
VIALE VENEZIA,59,,1436866.489999999990687,5452444.759999999776483
VIA A. CICOGNANI,28,,1435839.379999999888241,5450103.330000000074506
VIA A. SCARLATTI,18,,1435508.010000000009313,5449972.589999999850988
STRADA ADRIATICA,327,,1433841.620000000111759,5451625.139999999664724
STRADA ADRIATICA,70,,1435174.320000000065193,5451653.959999999962747
STRADA DEGLI OLMI,22,"4",1431256.939999999711290,5450080.940000000409782
VIA FLAMINIA,182,,1438324.899999999906868,5449657.019999999552965
VIALE D. BRAMANTE,15,C,1437241.639999999897555,5450920.339999999850988
VIA DEGLI ABETI,88,"1",1431678.599999999860302,5450765.820000000298023
VIA A. CATALANI,16,,1435209.040000000037253,5449399.899999999441206
VIA DEI TIGLI,92,,1431558.100000000093132,5450194.120000000111759
VIA DEL CARSO,8,,1435665.770000000018626,5451558.000000000000000
VIA ABBATI,18,,1437263.600000000093132,5451234.440000000409782
VIA S. QUASIMODO,9,,1440319.169999999925494,5449284.070000000298023
STRADA VALLE TRESOLE,10,"9",1435636.260000000009313,5445506.599999999627471
STRADA DI TORCIVIA,16,F,1429703.879999999888241,5444597.160000000149012
VIA P. PETRUCCI,35,,1437107.300000000046566,5451641.959999999962747
VIA DEL RISORGIMENTO,22,,1439746.929999999934807,5443604.730000001378357
VIA A. COSTA,247,,1436068.110000000102445,5449027.179999999701977
VIA F. PETRARCA,20,,1438331.239999999990687,5449018.360000000335276
VIA L. SETTEMBRINI,40,,1437347.689999999944121,5450026.089999999850988
VIA G. MAZZINI,51,"1",1436876.460000000195578,5451563.940000000409782
VIA S. FRANCESCO,48,,1437615.780000000027940,5451379.620000000111759
VIA C. VALENTINI,56,,1438347.280000000027940,5450506.450000000186265
VIA DEI NESPOLI,2,,1428082.070000000065193,5449067.889999999664724
VIA DELLUNITA,1,,1432548.209999999962747,5447341.000000000000000
VIA FONSECA PIMENTEL,15,,1432654.020000000018626,5447682.569999999366701
STRADA VALLE CASTAGNI,27,,1436481.500000000000000,5445672.019999999552965
VIALE C. BATTISTI,148,,1437374.140000000130385,5452443.379999999888241
VIALE FIUME,12,"1",1436957.889999999897555,5452084.129999999888241
LARGO VOLONTARI DEL SANGUE,4,,1435744.030000000027940,5448970.780000000260770
VIA L. CHERUBINI,10,,1435740.030000000027940,5449879.040000000037253
VIA M. F. NOBILIORE,39,,1436251.780000000027940,5452356.370000000111759
VIA S. PEROZZI,30,,1437999.950000000186265,5449925.540000000037253
VIA L. NEGRELLI,47,,1438576.439999999944121,5449719.910000000149012
VIALE MONFALCONE,32,,1437060.090000000083819,5452644.339999999850988
VIALE C. BATTISTI,205,,1437145.360000000102445,5452569.120000000111759
VIA BASSANO GRAPPA,78,,1432964.040000000037253,5451884.219999999739230
VIA DELLE BOTTEGHE,19,,1437322.600000000093132,5451823.120000000111759
STRADA SOTTO LE SELVE,48,,1435766.120000000111759,5448282.089999999850988
VIA DELLA CAPINERA,75,,1440563.139999999897555,5447865.019999999552965
VIA C. MONTANARI,1,,1437128.699999999953434,5449969.690000000409782
VIA Q. SELLA,43,,1437339.600000000093132,5449826.530000000260770
VIA F. S. NITTI,2,,1436367.280000000027940,5449650.799999999813735
STRADA ADRIATICA,167,,1434703.389999999897555,5451576.200000000186265
VIA P. COLLENUCCIO,12,,1437609.560000000055879,5451639.259999999776483
VIALE E. CIALDINI,38,,1437828.850000000093132,5451165.959999999031425
VIA E. TAZZOLI,8,,1437255.800000000046566,5450445.070000000298023
VIA LAGO MAGGIORE,295,"20",1427831.760000000009313,5443875.890000000596046
STRADA LUNGA,4,C,1433068.050000000046566,5441945.419999999925494
VIA VINCENZO ROSSI,45,,1436976.699999999953434,5450399.589999999850988
STRADA G. M. LANCISI,133,,1423405.349999999860302,5447410.660000000149012
VIA C. VALENTINI,11,,1438215.530000000027940,5450718.849999999627471
VIA MARTIRI FRAGHETO,28,,1438329.169999999692664,5450457.530000000260770
VIALE C. BATTISTI,26,,1438305.689999999944121,5451500.919999999925494
VIA G. PASSERI,102,,1436744.929999999934807,5451438.860000000335276
VIA L. LA MARCA,4,,1437697.580000000074506,5450735.799999999813735
VIA L. MANARA,59,,1437261.469999999972060,5450392.349999999627471
STRADA DI CIARCIANO,49,,1427252.409999999916181,5452291.570000000298023
VIA S.MARIA FABBRECCE,40,,1433357.760000000009313,5451626.069999999366701
VIALE G. MAMELI,110,,1436581.070000000065193,5452000.989999999292195
VIA A. SAFFI,22,,1437309.550000000046566,5450660.160000000149012
VIA B. BARILLI,31,,1435578.479999999981374,5449799.980000000447035
VIA DEI NOCI,33,,1428319.780000000027940,5449603.669999999925494
VIA G. BRANCA,44,,1437309.840000000083819,5451383.559999999590218
VIA G. ARCANGELI,14,,1438008.120000000111759,5450266.309999999590218
STRADA CERRETO,45,,1437335.090000000083819,5442333.339999999850988
VIA L. I. URBINATI,6,,1438573.699999999953434,5450699.679999999701977
STRADA DEL PIGNOCCO,12,,1434906.319999999832362,5447672.530000000260770
VIA DELLA CONCORDIA,75,,1432512.360000000102445,5447365.639999999664724
PIAZZALE G. MATTEOTTI,17,,1437799.350000000093132,5451335.230000000447035
VIA SABOTINO,34,,1434162.120000000344589,5451565.480000000447035
VIA F. TUMIATI,86,,1438347.100000000093132,5449288.229999999515712
VIA A. COSTA,232,,1436066.800000000046566,5449216.690000000409782
STRADA SELVA GROSSA,34,,1427362.780000000260770,5447449.910000000149012
VIA CESENA,44,,1434638.120000000111759,5451428.500000000000000
VIALE G. PICCIOLA,52,,1438064.250000000000000,5451106.519999999552965
VIALE BERNA,4,,1435957.520000000018626,5453287.870000000111759
PIAZZA F. REDI,37,,1438468.239999999990687,5449787.089999999850988
VIA RECANATI,14,,1435022.610000000102445,5450980.049999999813735
VIA A. LINCOLN,29,,1438802.850000000093132,5450592.919999999925494
VIALE TRENTO,205,,1437443.080000000074506,5452485.259999999776483
VIA M. MARGOTTI,28,,1432630.739999999990687,5447235.009999999776483
VIA MONTE CIMONE,7,,1424819.440000000176951,5446132.379999999888241
VIA P. FASTIGGI,131,"1",1432677.239999999990687,5447335.009999999776483
